contig_id,window_start,window_end,gc_skew,cumulative_gc_skew,cumulative_start,cumulative_end
S1A_contig_008,55000,60000,-0.054257,-0.895,2130785,2135785
S1A_contig_008,60000,65000,-0.0657,-0.9607,2135785,2140785
S1A_contig_008,65000,70000,-0.065208,-1.0259,2140785,2145785
S1A_contig_008,70000,75000,-0.07759,-1.1035,2145785,2150785
S1A_contig_008,75000,80000,-0.061263,-1.1647,2150785,2155785
S1A_contig_008,80000,85000,-0.019305,-1.184,2155785,2160785
S1A_contig_008,85000,90000,0.021034,-1.163,2160785,2165785
S1A_contig_008,90000,95000,-0.028821,-1.1918,2165785,2170785
S1A_contig_008,95000,100000,-0.10101,-1.2928,2170785,2175785
S1A_contig_008,100000,105000,-0.020461,-1.3133,2175785,2180785
S1A_contig_008,105000,110000,-0.104263,-1.4175,2180785,2185785
S1A_contig_008,110000,115000,-0.05453,-1.4721,2185785,2190785
S1A_contig_008,115000,120000,-0.067167,-1.5392,2190785,2195785
S1A_contig_008,120000,125000,-0.045015,-1.5843,2195785,2200785
S1A_contig_008,125000,130000,-0.078026,-1.6623,2200785,2205785
S1A_contig_008,130000,135000,-0.015335,-1.6776,2205785,2210785
S1A_contig_008,135000,140000,-0.037259,-1.7149,2210785,2215785
S1A_contig_008,140000,145000,-0.108337,-1.8232,2215785,2220785
S1A_contig_008,145000,150000,-0.101903,-1.9251,2220785,2225785
S1A_contig_009,0,5000,-0.084255,-0.0843,2227030,2232030
S1A_contig_009,5000,10000,-0.039629,-0.1239,2232030,2237030
S1A_contig_009,10000,15000,-0.080965,-0.2048,2237030,2242030
S1A_contig_009,15000,20000,-0.09965,-0.3045,2242030,2247030
S1A_contig_009,20000,25000,-0.078671,-0.3832,2247030,2252030
S1A_contig_009,25000,30000,-0.094657,-0.4778,2252030,2257030
S1A_contig_009,30000,35000,-0.086862,-0.5647,2257030,2262030
S1A_contig_009,35000,40000,-0.078193,-0.6429,2262030,2267030
S1A_contig_009,40000,45000,-0.155423,-0.7983,2267030,2272030
S1A_contig_009,45000,50000,-0.100329,-0.8986,2272030,2277030
S1A_contig_009,50000,55000,-0.109428,-1.0081,2277030,2282030
S1A_contig_009,55000,60000,-0.093897,-1.102,2282030,2287030
S1A_contig_009,60000,65000,-0.117674,-1.2196,2287030,2292030
S1A_contig_009,65000,70000,-0.043478,-1.2631,2292030,2297030
S1A_contig_009,70000,75000,-0.044843,-1.308,2297030,2302030
S1A_contig_009,75000,80000,-0.101823,-1.4098,2302030,2307030
S1A_contig_009,80000,85000,-0.07351,-1.4833,2307030,2312030
S1A_contig_009,85000,90000,-0.07231,-1.5556,2312030,2317030
S1A_contig_009,90000,95000,-0.134037,-1.6896,2317030,2322030
S1A_contig_009,95000,100000,-0.077359,-1.767,2322030,2327030
S1A_contig_009,100000,105000,-0.077487,-1.8445,2327030,2332030
S1A_contig_009,105000,110000,-0.090012,-1.9345,2332030,2337030
S1A_contig_010,0,5000,-0.049515,-0.0495,2340100,2345100
S1A_contig_010,5000,10000,-0.065814,-0.1153,2345100,2350100
S1A_contig_010,10000,15000,-0.109319,-0.2246,2350100,2355100
S1A_contig_010,15000,20000,-0.065828,-0.2905,2355100,2360100
S1A_contig_010,20000,25000,-0.103788,-0.3943,2360100,2365100
S1A_contig_010,25000,30000,-0.130709,-0.525,2365100,2370100
S1A_contig_010,30000,35000,-0.069632,-0.5946,2370100,2375100
S1A_contig_010,35000,40000,-0.081589,-0.6762,2375100,2380100
S1A_contig_010,40000,45000,-0.072803,-0.749,2380100,2385100
S1A_contig_010,45000,50000,-0.053494,-0.8025,2385100,2390100
S1A_contig_010,50000,55000,-0.10339,-0.9059,2390100,2395100
S1A_contig_010,55000,60000,-0.111494,-1.0174,2395100,2400100
S1A_contig_010,60000,65000,-0.068996,-1.0864,2400100,2405100
S1A_contig_010,65000,70000,-0.071141,-1.1575,2405100,2410100
S1A_contig_010,70000,75000,-0.039363,-1.1969,2410100,2415100
S1A_contig_010,75000,80000,0.004717,-1.1922,2415100,2420100
S1A_contig_011,0,5000,-0.002209,-0.0022,2422832,2427832
S1A_contig_011,5000,10000,0.01583,0.0136,2427832,2432832
S1A_contig_011,10000,15000,0.093077,0.1067,2432832,2437832
S1A_contig_011,15000,20000,0.066602,0.1733,2437832,2442832
S1A_contig_011,20000,25000,-0.048482,0.1248,2442832,2447832
S1A_contig_011,25000,30000,0.06954,0.1944,2447832,2452832
S1A_contig_011,30000,35000,-0.032748,0.1616,2452832,2457832
S1A_contig_011,35000,40000,0.023084,0.1847,2457832,2462832
S1A_contig_011,40000,45000,-0.07425,0.1104,2462832,2467832
S1A_contig_011,45000,50000,0.061662,0.1721,2467832,2472832
S1A_contig_011,50000,55000,0.06684,0.2389,2472832,2477832
S1A_contig_011,55000,60000,0.110123,0.3491,2477832,2482832
S1A_contig_011,60000,65000,0.134146,0.4832,2482832,2487832
S1A_contig_011,65000,70000,0.040177,0.5234,2487832,2492832
S1A_contig_011,70000,75000,0.068103,0.5915,2492832,2497832
S1A_contig_012,0,5000,-0.088014,-0.088,2501157,2506157
S1A_contig_012,5000,10000,-0.018644,-0.1067,2506157,2511157
S1A_contig_012,10000,15000,-0.040242,-0.1469,2511157,2516157
S1A_contig_012,15000,20000,-0.140481,-0.2874,2516157,2521157
S1A_contig_012,20000,25000,-0.059859,-0.3472,2521157,2526157
S1A_contig_012,25000,30000,-0.000458,-0.3477,2526157,2531157
S1A_contig_012,30000,35000,-0.045604,-0.3933,2531157,2536157
S1A_contig_012,35000,40000,-0.107817,-0.5011,2536157,2541157
S1A_contig_012,40000,45000,-0.099327,-0.6004,2541157,2546157
S1A_contig_012,45000,50000,-0.100782,-0.7012,2546157,2551157
S1A_contig_012,50000,55000,-0.086777,-0.788,2551157,2556157
S1A_contig_012,55000,60000,-0.12963,-0.9176,2556157,2561157
S1A_contig_012,60000,65000,-0.035481,-0.9531,2561157,2566157
S1A_contig_012,65000,70000,-0.018295,-0.9714,2566157,2571157
S1A_contig_013,0,5000,-0.100893,-0.1009,2573644,2578644
S1A_contig_013,5000,10000,-0.083445,-0.1843,2578644,2583644
S1A_contig_013,10000,15000,-0.10386,-0.2882,2583644,2588644
S1A_contig_013,15000,20000,-0.124309,-0.4125,2588644,2593644
S1A_contig_013,20000,25000,-0.112831,-0.5253,2593644,2598644
S1A_contig_013,25000,30000,-0.088186,-0.6135,2598644,2603644
S1A_contig_013,30000,35000,-0.106418,-0.7199,2603644,2608644
S1A_contig_013,35000,40000,-0.093114,-0.8131,2608644,2613644
S1A_contig_013,40000,45000,-0.078717,-0.8918,2613644,2618644
S1A_contig_013,45000,50000,-0.091924,-0.9837,2618644,2623644
S1A_contig_013,50000,55000,-0.060606,-1.0443,2623644,2628644
S1A_contig_013,55000,60000,-0.087793,-1.1321,2628644,2633644
S1A_contig_014,0,5000,0.055366,0.0554,2638524,2643524
S1A_contig_014,5000,10000,0.0723,0.1277,2643524,2648524
S1A_contig_014,10000,15000,0.076289,0.204,2648524,2653524
S1A_contig_014,15000,20000,0.050622,0.2546,2653524,2658524
S1A_contig_014,20000,25000,0.124474,0.3791,2658524,2663524
S1A_contig_014,25000,30000,0.071872,0.4509,2663524,2668524
S1A_contig_014,30000,35000,0.030911,0.4818,2668524,2673524
S1A_contig_014,35000,40000,0.050833,0.5327,2673524,2678524
S1A_contig_014,40000,45000,0.065574,0.5982,2678524,2683524
S1A_contig_014,45000,50000,0.059764,0.658,2683524,2688524
S1A_contig_014,50000,55000,0.125932,0.7839,2688524,2693524
S1A_contig_014,55000,60000,0.021259,0.8052,2693524,2698524
S1A_contig_015,0,5000,-0.03664,-0.0366,2699219,2704219
S1A_contig_015,5000,10000,0.000805,-0.0358,2704219,2709219
S1A_contig_015,10000,15000,-0.048991,-0.0848,2709219,2714219
S1A_contig_015,15000,20000,-0.044727,-0.1296,2714219,2719219
S1A_contig_015,20000,25000,-0.051502,-0.1811,2719219,2724219
S1A_contig_015,25000,30000,-0.103181,-0.2842,2724219,2729219
S1A_contig_015,30000,35000,-0.050862,-0.3351,2729219,2734219
S1A_contig_015,35000,40000,-0.070767,-0.4059,2734219,2739219
S1A_contig_015,40000,45000,-0.072598,-0.4785,2739219,2744219
S1A_contig_015,45000,50000,-0.107052,-0.5855,2744219,2749219
S1A_contig_016,0,5000,-0.035952,-0.036,2749824,2754824
S1A_contig_016,5000,10000,-0.057587,-0.0935,2754824,2759824
S1A_contig_016,10000,15000,-0.060811,-0.1544,2759824,2764824
S1A_contig_016,15000,20000,-0.073442,-0.2278,2764824,2769824
S1A_contig_016,20000,25000,-0.099958,-0.3277,2769824,2774824
S1A_contig_016,25000,30000,-0.085595,-0.4133,2774824,2779824
S1A_contig_016,30000,35000,-0.101952,-0.5153,2779824,2784824
S1A_contig_016,35000,40000,-0.053745,-0.569,2784824,2789824
S1A_contig_016,40000,45000,-0.063356,-0.6324,2789824,2794824
S1A_contig_017,0,5000,-0.098712,-0.0987,2796136,2801136
S1A_contig_017,5000,10000,-0.036408,-0.1351,2801136,2806136
S1A_contig_017,10000,15000,-0.100127,-0.2352,2806136,2811136
S1A_contig_017,15000,20000,-0.096881,-0.3321,2811136,2816136
S1A_contig_017,20000,25000,-0.058038,-0.3902,2816136,2821136
S1A_contig_017,25000,30000,-0.084989,-0.4752,2821136,2826136
S1A_contig_017,30000,35000,-0.048423,-0.5236,2826136,2831136
S1A_contig_017,35000,40000,-0.059534,-0.5831,2831136,2836136
S1A_contig_017,40000,45000,-0.064121,-0.6472,2836136,2841136
S1A_contig_018,0,5000,-0.042355,-0.0424,2842381,2847381
S1A_contig_018,5000,10000,-0.069413,-0.1118,2847381,2852381
S1A_contig_018,10000,15000,-0.055199,-0.167,2852381,2857381
S1A_contig_018,15000,20000,-0.088792,-0.2558,2857381,2862381
S1A_contig_018,20000,25000,-0.079074,-0.3348,2862381,2867381
S1A_contig_018,25000,30000,-0.060932,-0.3958,2867381,2872381
S1A_contig_018,30000,35000,-0.109431,-0.5052,2872381,2877381
S1A_contig_018,35000,40000,-0.086489,-0.5917,2877381,2882381
S1A_contig_019,0,5000,-0.078632,-0.0786,2884926,2889926
S1A_contig_019,5000,10000,-0.058515,-0.1371,2889926,2894926
S1A_contig_019,10000,15000,-0.070513,-0.2077,2894926,2899926
S1A_contig_019,15000,20000,-0.058261,-0.2659,2899926,2904926
S1A_contig_019,20000,25000,-0.099338,-0.3653,2904926,2909926
S1A_contig_019,25000,30000,-0.116924,-0.4822,2909926,2914926
S1A_contig_019,30000,35000,-0.078642,-0.5608,2914926,2919926
S1A_contig_019,35000,40000,-0.069952,-0.6308,2919926,2924926
S1A_contig_020,0,5000,0.146373,0.1464,2926361,2931361
S1A_contig_020,5000,10000,0.033031,0.1794,2931361,2936361
S1A_contig_020,10000,15000,0.084609,0.264,2936361,2941361
S1A_contig_020,15000,20000,0.054439,0.3185,2941361,2946361
S1A_contig_021,0,5000,-0.008163,-0.0082,2949569,2954569
S1A_contig_021,5000,10000,0.05933,0.0512,2954569,2959569
S1A_contig_021,10000,15000,0.121255,0.1724,2959569,2964569
S1A_contig_021,15000,20000,0.055502,0.2279,2964569,2969569
S1A_contig_022,0,5000,0.035052,0.0351,2971475,2976475
S1A_contig_022,5000,10000,-0.025451,0.0096,2976475,2981475
S1A_contig_022,10000,15000,-0.073952,-0.0644,2981475,2986475
S1A_contig_023,0,5000,0.097722,0.0977,2991186,2996186
S1A_contig_023,5000,10000,0.111906,0.2096,2996186,3001186
S1A_contig_023,10000,15000,0.075529,0.2852,3001186,3006186
S1A_contig_024,0,5000,-0.04328,-0.0433,3010511,3015511
S1A_contig_024,5000,10000,-0.125445,-0.1687,3015511,3020511
S1A_contig_025,0,5000,-0.054363,-0.0544,3024559,3029559
S1A_contig_026,0,3048,-0.169643,-0.1696,3033895,3036943
S1A_contig_027,0,2976,-0.011706,-0.0117,3036943,3039919
S1A_contig_028,0,2844,-0.040663,-0.0407,3039919,3042763
S1A_contig_029,0,2556,-0.064048,-0.064,3042763,3045319
S1A_contig_030,0,2240,-0.034043,-0.034,3045319,3047559
S1A_contig_031,0,1760,0.140331,0.1403,3047559,3049319
S1A_contig_032,0,1174,-0.064394,-0.0644,3049319,3050493
S1A_contig_033,0,837,0.173267,0.1733,3050493,3051330
S1A_contig_034,0,825,0.133663,0.1337,3051330,3052155
S1A_contig_035,0,665,-0.101351,-0.1014,3052155,3052820
S1A_contig_036,0,582,0.098485,0.0985,3052820,3053402
S1A_contig_037,0,575,-0.057471,-0.0575,3053402,3053977
S1A_contig_038,0,535,0.152672,0.1527,3053977,3054512
S1A_contig_039,0,503,-0.065502,-0.0655,3054512,3055015
S1A_contig_040,0,503,-0.070796,-0.0708,3055015,3055518
S1A_contig_041,0,497,-0.093458,-0.0935,3055518,3056015
S1A_contig_042,0,479,-0.129944,-0.1299,3056015,3056494
S1A_contig_043,0,477,0.201878,0.2019,3056494,3056971
S1A_contig_044,0,381,0.057471,0.0575,3056971,3057352
S1A_contig_045,0,378,0.122222,0.1222,3057352,3057730
S1A_contig_046,0,349,-0.054545,-0.0545,3057730,3058079
S1A_contig_047,0,341,0.134146,0.1341,3058079,3058420
S1A_contig_048,0,334,0.144737,0.1447,3058420,3058754
S1A_contig_049,0,324,0.150327,0.1503,3058754,3059078
S1A_contig_050,0,277,-0.112903,-0.1129,3059078,3059355
S1A_contig_051,0,270,-0.138462,-0.1385,3059355,3059625
S1A_contig_052,0,255,-0.196721,-0.1967,3059625,3059880
S1A_contig_053,0,248,-0.206897,-0.2069,3059880,3060128
S1A_contig_054,0,248,0.109244,0.1092,3060128,3060376
S1A_contig_055,0,244,0.067797,0.0678,3060376,3060620
S1A_contig_056,0,243,-0.070707,-0.0707,3060620,3060863
S1A_contig_057,0,224,0.22,0.22,3060863,3061087
