contig_id,window_start,window_end,gc_percent,gc_deviation,cumulative_start,cumulative_end
S1A_contig_009,10000,15000,46.44,0.3199,2237030,2242030
S1A_contig_009,15000,20000,45.76,-0.3601,2242030,2247030
S1A_contig_009,20000,25000,47.54,1.4199,2247030,2252030
S1A_contig_009,25000,30000,47.54,1.4199,2252030,2257030
S1A_contig_009,30000,35000,45.82,-0.3001,2257030,2262030
S1A_contig_009,35000,40000,46.04,-0.0801,2262030,2267030
S1A_contig_009,40000,45000,46.84,0.7199,2267030,2272030
S1A_contig_009,45000,50000,48.64,2.5199,2272030,2277030
S1A_contig_009,50000,55000,47.52,1.3999,2277030,2282030
S1A_contig_009,55000,60000,42.6,-3.5201,2282030,2287030
S1A_contig_009,60000,65000,44.02,-2.1001,2287030,2292030
S1A_contig_009,65000,70000,45.54,-0.5801,2292030,2297030
S1A_contig_009,70000,75000,44.6,-1.5201,2297030,2302030
S1A_contig_009,75000,80000,44.98,-1.1401,2302030,2307030
S1A_contig_009,80000,85000,45.98,-0.1401,2307030,2312030
S1A_contig_009,85000,90000,45.36,-0.7601,2312030,2317030
S1A_contig_009,90000,95000,49.24,3.1199,2317030,2322030
S1A_contig_009,95000,100000,49.38,3.2599,2322030,2327030
S1A_contig_009,100000,105000,43.62,-2.5001,2327030,2332030
S1A_contig_009,105000,110000,48.66,2.5399,2332030,2337030
S1A_contig_010,0,5000,39.18,-6.9401,2340100,2345100
S1A_contig_010,5000,10000,43.76,-2.3601,2345100,2350100
S1A_contig_010,10000,15000,44.64,-1.4801,2350100,2355100
S1A_contig_010,15000,20000,41.32,-4.8001,2355100,2360100
S1A_contig_010,20000,25000,40.66,-5.4601,2360100,2365100
S1A_contig_010,25000,30000,38.1,-8.0201,2365100,2370100
S1A_contig_010,30000,35000,41.36,-4.7601,2370100,2375100
S1A_contig_010,35000,40000,46.82,0.6999,2375100,2380100
S1A_contig_010,40000,45000,47.8,1.6799,2380100,2385100
S1A_contig_010,45000,50000,46.36,0.2399,2385100,2390100
S1A_contig_010,50000,55000,47.2,1.0799,2390100,2395100
S1A_contig_010,55000,60000,46.46,0.3399,2395100,2400100
S1A_contig_010,60000,65000,44.64,-1.4801,2400100,2405100
S1A_contig_010,65000,70000,44.7,-1.4201,2405100,2410100
S1A_contig_010,70000,75000,45.22,-0.9001,2410100,2415100
S1A_contig_010,75000,80000,50.88,4.7599,2415100,2420100
S1A_contig_011,0,5000,45.26,-0.8601,2422832,2427832
S1A_contig_011,5000,10000,44.22,-1.9001,2427832,2432832
S1A_contig_011,10000,15000,43.62,-2.5001,2432832,2437832
S1A_contig_011,15000,20000,41.44,-4.6801,2437832,2442832
S1A_contig_011,20000,25000,37.54,-8.5801,2442832,2447832
S1A_contig_011,25000,30000,40.84,-5.2801,2447832,2452832
S1A_contig_011,30000,35000,42.14,-3.9801,2452832,2457832
S1A_contig_011,35000,40000,43.32,-2.8001,2457832,2462832
S1A_contig_011,40000,45000,37.98,-8.1401,2462832,2467832
S1A_contig_011,45000,50000,44.76,-1.3601,2467832,2472832
S1A_contig_011,50000,55000,46.08,-0.0401,2472832,2477832
S1A_contig_011,55000,60000,40.5,-5.6201,2477832,2482832
S1A_contig_011,60000,65000,39.36,-6.7601,2482832,2487832
S1A_contig_011,65000,70000,45.3,-0.8201,2487832,2492832
S1A_contig_011,70000,75000,46.4,0.2799,2492832,2497832
S1A_contig_012,0,5000,45.22,-0.9001,2501157,2506157
S1A_contig_012,5000,10000,47.2,1.0799,2506157,2511157
S1A_contig_012,10000,15000,46.22,0.0999,2511157,2516157
S1A_contig_012,15000,20000,43.28,-2.8401,2516157,2521157
S1A_contig_012,20000,25000,45.44,-0.6801,2521157,2526157
S1A_contig_012,25000,30000,43.7,-2.4201,2526157,2531157
S1A_contig_012,30000,35000,42.54,-3.5801,2531157,2536157
S1A_contig_012,35000,40000,44.52,-1.6001,2536157,2541157
S1A_contig_012,40000,45000,47.52,1.3999,2541157,2546157
S1A_contig_012,45000,50000,46.04,-0.0801,2546157,2551157
S1A_contig_012,50000,55000,48.4,2.2799,2551157,2556157
S1A_contig_012,55000,60000,49.68,3.5599,2556157,2561157
S1A_contig_012,60000,65000,42.84,-3.2801,2561157,2566157
S1A_contig_012,65000,70000,44.82,-1.3001,2566157,2571157
S1A_contig_013,0,5000,44.8,-1.3201,2573644,2578644
S1A_contig_013,5000,10000,44.82,-1.3001,2578644,2583644
S1A_contig_013,10000,15000,43.52,-2.6001,2583644,2588644
S1A_contig_013,15000,20000,43.44,-2.6801,2588644,2593644
S1A_contig_013,20000,25000,49.1,2.9799,2593644,2598644
S1A_contig_013,25000,30000,48.08,1.9599,2598644,2603644
S1A_contig_013,30000,35000,48.3,2.1799,2603644,2608644
S1A_contig_013,35000,40000,46.18,0.0599,2608644,2613644
S1A_contig_013,40000,45000,48.02,1.8999,2613644,2618644
S1A_contig_013,45000,50000,46.56,0.4399,2618644,2623644
S1A_contig_013,50000,55000,43.56,-2.5601,2623644,2628644
S1A_contig_013,55000,60000,47.84,1.7199,2628644,2633644
S1A_contig_014,0,5000,46.96,0.8399,2638524,2643524
S1A_contig_014,5000,10000,45.92,-0.2001,2643524,2648524
S1A_contig_014,10000,15000,48.5,2.3799,2648524,2653524
S1A_contig_014,15000,20000,48.2,2.0799,2653524,2658524
S1A_contig_014,20000,25000,47.56,1.4399,2658524,2663524
S1A_contig_014,25000,30000,45.08,-1.0401,2663524,2668524
S1A_contig_014,30000,35000,47.88,1.7599,2668524,2673524
S1A_contig_014,35000,40000,46.82,0.6999,2673524,2678524
S1A_contig_014,40000,45000,46.36,0.2399,2678524,2683524
S1A_contig_014,45000,50000,47.52,1.3999,2683524,2688524
S1A_contig_014,50000,55000,45.58,-0.5401,2688524,2693524
S1A_contig_014,55000,60000,47.04,0.9199,2693524,2698524
S1A_contig_015,0,5000,44.76,-1.3601,2699219,2704219
S1A_contig_015,5000,10000,49.72,3.5999,2704219,2709219
S1A_contig_015,10000,15000,48.58,2.4599,2709219,2714219
S1A_contig_015,15000,20000,48.74,2.6199,2714219,2719219
S1A_contig_015,20000,25000,46.6,0.4799,2719219,2724219
S1A_contig_015,25000,30000,46.52,0.3999,2724219,2729219
S1A_contig_015,30000,35000,46.4,0.2799,2729219,2734219
S1A_contig_015,35000,40000,47.48,1.3599,2734219,2739219
S1A_contig_015,40000,45000,47.66,1.5399,2739219,2744219
S1A_contig_015,45000,50000,47.08,0.9599,2744219,2749219
S1A_contig_016,0,5000,45.06,-1.0601,2749824,2754824
S1A_contig_016,5000,10000,47.58,1.4599,2754824,2759824
S1A_contig_016,10000,15000,47.36,1.2399,2759824,2764824
S1A_contig_016,15000,20000,46.84,0.7199,2764824,2769824
S1A_contig_016,20000,25000,47.42,1.2999,2769824,2774824
S1A_contig_016,25000,30000,47.9,1.7799,2774824,2779824
S1A_contig_016,30000,35000,46.1,-0.0201,2779824,2784824
S1A_contig_016,35000,40000,47.26,1.1399,2784824,2789824
S1A_contig_016,40000,45000,46.72,0.5999,2789824,2794824
S1A_contig_017,0,5000,46.6,0.4799,2796136,2801136
S1A_contig_017,5000,10000,49.44,3.3199,2801136,2806136
S1A_contig_017,10000,15000,47.34,1.2199,2806136,2811136
S1A_contig_017,15000,20000,48.1,1.9799,2811136,2816136
S1A_contig_017,20000,25000,47.9,1.7799,2816136,2821136
S1A_contig_017,25000,30000,47.3,1.1799,2821136,2826136
S1A_contig_017,30000,35000,45.02,-1.1001,2826136,2831136
S1A_contig_017,35000,40000,46.36,0.2399,2831136,2836136
S1A_contig_017,40000,45000,40.86,-5.2601,2836136,2841136
S1A_contig_018,0,5000,38.72,-7.4001,2842381,2847381
S1A_contig_018,5000,10000,44.66,-1.4601,2847381,2852381
S1A_contig_018,10000,15000,46.74,0.6199,2852381,2857381
S1A_contig_018,15000,20000,41.22,-4.9001,2857381,2862381
S1A_contig_018,20000,25000,45.78,-0.3401,2862381,2867381
S1A_contig_018,25000,30000,50.22,4.0999,2867381,2872381
S1A_contig_018,30000,35000,44.96,-1.1601,2872381,2877381
S1A_contig_018,35000,40000,50.18,4.0599,2877381,2882381
S1A_contig_019,0,5000,46.8,0.6799,2884926,2889926
S1A_contig_019,5000,10000,45.8,-0.3201,2889926,2894926
S1A_contig_019,10000,15000,43.68,-2.4401,2894926,2899926
S1A_contig_019,15000,20000,46.0,-0.1201,2899926,2904926
S1A_contig_019,20000,25000,48.32,2.1999,2904926,2909926
S1A_contig_019,25000,30000,50.46,4.3399,2909926,2914926
S1A_contig_019,30000,35000,48.32,2.1999,2914926,2919926
S1A_contig_019,35000,40000,45.46,-0.6601,2919926,2924926
S1A_contig_020,0,5000,47.14,1.0199,2926361,2931361
S1A_contig_020,5000,10000,48.44,2.3199,2931361,2936361
S1A_contig_020,10000,15000,49.64,3.5199,2936361,2941361
S1A_contig_020,15000,20000,47.76,1.6399,2941361,2946361
S1A_contig_021,0,5000,39.2,-6.9201,2949569,2954569
S1A_contig_021,5000,10000,41.8,-4.3201,2954569,2959569
S1A_contig_021,10000,15000,42.06,-4.0601,2959569,2964569
S1A_contig_021,15000,20000,41.8,-4.3201,2964569,2969569
S1A_contig_022,0,5000,38.8,-7.3201,2971475,2976475
S1A_contig_022,5000,10000,43.22,-2.9001,2976475,2981475
S1A_contig_022,10000,15000,42.46,-3.6601,2981475,2986475
S1A_contig_023,0,5000,39.5,-6.6201,2991186,2996186
S1A_contig_023,5000,10000,39.14,-6.9801,2996186,3001186
S1A_contig_023,10000,15000,39.72,-6.4001,3001186,3006186
S1A_contig_024,0,5000,43.9,-2.2201,3010511,3015511
S1A_contig_024,5000,10000,44.96,-1.1601,3015511,3020511
S1A_contig_025,0,5000,43.78,-2.3401,3024559,3029559
S1A_contig_026,0,3048,51.4436,5.3234,3033895,3036943
S1A_contig_027,0,2976,40.1882,-5.9319,3036943,3039919
S1A_contig_028,0,2844,46.6948,0.5747,3039919,3042763
S1A_contig_029,0,2556,45.8138,-0.3063,3042763,3045319
S1A_contig_030,0,2240,41.9643,-4.1558,3045319,3047559
S1A_contig_031,0,1760,51.4205,5.3003,3047559,3049319
S1A_contig_032,0,1174,44.9744,-1.1457,3049319,3050493
S1A_contig_033,0,837,48.2676,2.1475,3050493,3051330
S1A_contig_034,0,825,48.9697,2.8496,3051330,3052155
S1A_contig_035,0,665,44.5113,-1.6088,3052155,3052820
S1A_contig_036,0,582,45.3608,-0.7593,3052820,3053402
S1A_contig_037,0,575,45.3913,-0.7288,3053402,3053977
S1A_contig_038,0,535,48.972,2.8518,3053977,3054512
S1A_contig_039,0,503,45.5268,-0.5933,3054512,3055015
S1A_contig_040,0,503,44.9304,-1.1897,3055015,3055518
S1A_contig_041,0,497,43.0584,-3.0618,3055518,3056015
S1A_contig_042,0,479,36.952,-9.1681,3056015,3056494
S1A_contig_043,0,477,44.6541,-1.466,3056494,3056971
S1A_contig_044,0,381,45.6693,-0.4508,3056971,3057352
S1A_contig_045,0,378,47.619,1.4989,3057352,3057730
S1A_contig_046,0,349,47.2779,1.1578,3057730,3058079
S1A_contig_047,0,341,48.0938,1.9737,3058079,3058420
S1A_contig_048,0,334,45.509,-0.6111,3058420,3058754
S1A_contig_049,0,324,47.2222,1.1021,3058754,3059078
S1A_contig_050,0,277,44.7653,-1.3548,3059078,3059355
S1A_contig_051,0,270,48.1481,2.028,3059355,3059625
S1A_contig_052,0,255,47.8431,1.723,3059625,3059880
S1A_contig_053,0,248,46.7742,0.6541,3059880,3060128
S1A_contig_054,0,248,47.9839,1.8638,3060128,3060376
S1A_contig_055,0,244,48.3607,2.2405,3060376,3060620
S1A_contig_056,0,243,40.7407,-5.3794,3060620,3060863
S1A_contig_057,0,224,44.6429,-1.4773,3060863,3061087
